city,area,rooms,bathroom,parking,floor,animal,furniture,total
Campinas,350.0,4,6,6,0,acept,not furnished,8696.0
São Paulo,136.0,3,4,3,2,acept,not furnished,4826.0
São Paulo,290.0,3,3,3,0,acept,not furnished,8663.0
São Paulo,99.0,2,2,2,4,acept,not furnished,4763.0
Porto Alegre,750.0,5,3,6,0,not acept,furnished,8168.0
São Paulo,110.0,2,2,1,0,acept,not furnished,3678.0
Porto Alegre,340.0,2,3,2,5,acept,not furnished,5876.0
São Paulo,178.0,2,1,1,9,not acept,not furnished,6384.0
Porto Alegre,254.0,3,4,2,0,acept,not furnished,6460.0
Porto Alegre,51.0,2,1,1,6,acept,not furnished,1341.0
São Paulo,134.0,3,3,2,18,acept,furnished,4835.0
São Paulo,38.0,1,1,1,16,acept,not furnished,2707.0
São Paulo,400.0,4,5,3,0,not acept,not furnished,15190.0
Rio de Janeiro,136.0,3,2,2,7,acept,furnished,11130.0
São Paulo,250.0,4,5,2,17,acept,furnished,14160.0
Campinas,94.0,2,2,2,3,acept,not furnished,5106.0
Rio de Janeiro,62.0,2,2,1,5,acept,furnished,2396.0
São Paulo,80.0,2,2,1,0,acept,furnished,2644.0
Campinas,89.0,3,1,1,5,not acept,not furnished,3046.0
Campinas,51.0,2,1,0,2,acept,not furnished,1285.0
São Paulo,40.0,1,1,1,19,not acept,furnished,4577.0
Porto Alegre,47.0,1,1,1,3,not acept,furnished,2633.0
São Paulo,210.0,3,5,3,2,acept,furnished,5749.0
São Paulo,230.0,4,4,4,1,acept,furnished,17060.0
São Paulo,70.0,2,2,1,5,acept,not furnished,3036.0
Porto Alegre,117.0,3,1,1,3,acept,not furnished,1931.0
Belo Horizonte,54.0,2,2,0,18,acept,not furnished,1515.0
São Paulo,105.0,2,1,0,0,acept,not furnished,1953.0
Rio de Janeiro,47.0,2,2,0,5,acept,furnished,5413.0
São Paulo,120.0,3,1,0,2,acept,not furnished,2494.0
Rio de Janeiro,284.0,4,6,2,5,acept,furnished,15440.0
São Paulo,58.0,2,1,1,4,not acept,furnished,3218.0
Porto Alegre,95.0,2,1,1,3,acept,not furnished,3210.0
Rio de Janeiro,65.0,2,1,0,0,acept,not furnished,1063.0
Porto Alegre,188.0,3,4,2,0,acept,furnished,4518.0
Belo Horizonte,21.0,1,1,0,20,not acept,not furnished,1082.0
São Paulo,65.0,2,2,1,13,not acept,furnished,3941.0
Rio de Janeiro,50.0,2,1,0,9,acept,furnished,2344.0
São Paulo,150.0,4,3,3,0,acept,not furnished,7722.0
Porto Alegre,90.0,3,3,1,1,acept,not furnished,2948.0
Belo Horizonte,400.0,3,3,6,0,acept,not furnished,8737.0
Campinas,64.0,2,2,2,9,acept,not furnished,2566.0
São Paulo,80.0,2,1,1,2,not acept,not furnished,2499.0
São Paulo,300.0,3,5,4,12,not acept,not furnished,14640.0
São Paulo,240.0,3,3,2,0,acept,furnished,4050.0
São Paulo,50.0,2,1,1,7,not acept,furnished,1828.0
São Paulo,820.0,4,4,6,0,acept,not furnished,18200.0
Porto Alegre,58.0,1,1,1,4,acept,furnished,2823.0
São Paulo,230.0,3,2,2,7,acept,not furnished,4204.0
Porto Alegre,43.0,1,1,1,21,acept,furnished,3481.0
São Paulo,280.0,6,6,3,0,acept,not furnished,6194.0
São Paulo,54.0,2,1,1,1,acept,furnished,2018.0
Belo Horizonte,200.0,6,2,1,0,acept,not furnished,3590.0
São Paulo,360.0,3,5,6,17,acept,not furnished,15420.0
São Paulo,650.0,5,8,7,0,acept,furnished,17890.0
Porto Alegre,38.0,1,1,0,1,acept,not furnished,1197.0
Belo Horizonte,373.0,4,5,5,7,acept,not furnished,17990.0
São Paulo,133.0,3,2,2,0,acept,not furnished,4620.0
Belo Horizonte,150.0,4,2,2,1,acept,not furnished,5318.0
Campinas,80.0,3,2,1,3,acept,not furnished,1720.0
São Paulo,129.0,4,2,3,2,acept,furnished,7190.0
São Paulo,275.0,3,5,6,0,acept,furnished,13700.0
Belo Horizonte,60.0,1,2,1,5,acept,not furnished,2839.0
Belo Horizonte,170.0,3,4,4,13,acept,not furnished,10840.0
São Paulo,40.0,1,1,2,5,acept,not furnished,2663.0
Belo Horizonte,200.0,4,4,4,4,acept,not furnished,7618.0
São Paulo,170.0,4,4,3,11,acept,not furnished,5901.0
São Paulo,200.0,5,3,2,1,acept,not furnished,10850.0
São Paulo,31.0,1,1,0,3,not acept,furnished,2296.0
Porto Alegre,135.0,3,2,1,8,acept,not furnished,3706.0
São Paulo,400.0,3,3,1,3,acept,not furnished,14280.0
Porto Alegre,70.0,2,1,0,0,acept,not furnished,1603.0
São Paulo,240.0,3,4,3,9,acept,not furnished,9478.0
São Paulo,115.0,2,1,1,0,acept,not furnished,1911.0
São Paulo,400.0,3,4,3,0,acept,not furnished,11340.0
São Paulo,147.0,4,2,0,8,acept,not furnished,4244.0
Belo Horizonte,58.0,2,1,1,1,acept,not furnished,1340.0
Campinas,92.0,3,2,2,8,acept,not furnished,2871.0
São Paulo,330.0,3,6,4,0,acept,not furnished,9484.0
Porto Alegre,60.0,2,1,0,2,acept,not furnished,1572.0
São Paulo,240.0,4,5,4,5,acept,not furnished,9911.0
Porto Alegre,38.0,1,1,0,2,acept,not furnished,1190.0
São Paulo,141.0,3,2,2,11,acept,not furnished,9638.0
Porto Alegre,43.0,1,1,1,17,not acept,furnished,4001.0
Porto Alegre,62.0,2,1,0,4,acept,not furnished,1274.0
Campinas,50.0,2,1,1,4,not acept,not furnished,1805.0
Porto Alegre,75.0,2,1,1,7,acept,not furnished,1602.0
São Paulo,180.0,3,2,1,0,acept,not furnished,5941.0
Campinas,33.0,1,1,0,11,not acept,not furnished,908.0
São Paulo,580.0,6,6,8,0,acept,not furnished,12950.0
São Paulo,136.0,3,3,2,1,not acept,not furnished,5446.0
São Paulo,238.0,4,4,3,1,not acept,not furnished,9049.0
São Paulo,109.0,3,2,2,20,acept,furnished,6175.0
São Paulo,90.0,2,1,0,0,acept,not furnished,2607.0
Porto Alegre,171.0,2,2,1,2,acept,not furnished,3433.0
São Paulo,40.0,1,1,0,16,acept,not furnished,1699.0
Campinas,119.0,3,2,2,7,acept,not furnished,3078.0
Belo Horizonte,330.0,5,7,5,10,acept,not furnished,6867.0
São Paulo,60.0,1,1,1,2,acept,furnished,5846.0
São Paulo,118.0,3,2,1,4,acept,furnished,7899.0
São Paulo,134.0,2,2,1,7,not acept,furnished,5176.0
São Paulo,280.0,3,4,1,0,acept,not furnished,3857.0
São Paulo,120.0,3,2,1,0,acept,not furnished,1937.0
São Paulo,288.0,4,6,4,1,acept,not furnished,9043.0
São Paulo,180.0,3,3,2,11,acept,not furnished,5760.0
São Paulo,43.0,1,1,1,6,acept,not furnished,3550.0
São Paulo,57.0,1,1,0,7,acept,furnished,6394.0
São Paulo,200.0,3,3,0,0,acept,not furnished,4639.0
São Paulo,96.0,3,3,0,6,acept,not furnished,4118.0
São Paulo,320.0,4,5,4,0,acept,not furnished,7315.0
Belo Horizonte,110.0,3,2,2,1,acept,not furnished,2751.0
São Paulo,35.0,1,1,1,11,not acept,furnished,3900.0
São Paulo,270.0,4,5,6,0,acept,not furnished,11570.0
São Paulo,85.0,2,1,1,1,not acept,not furnished,1829.0
São Paulo,60.0,2,2,1,14,acept,furnished,3848.0
São Paulo,550.0,4,5,5,0,acept,not furnished,5951.0
São Paulo,45.0,1,1,0,11,not acept,not furnished,4343.0
São Paulo,130.0,3,2,2,0,acept,not furnished,5360.0
Rio de Janeiro,50.0,1,1,0,1,acept,not furnished,1061.0
São Paulo,55.0,2,1,1,3,acept,not furnished,2665.0
Belo Horizonte,192.0,4,3,3,2,acept,furnished,3040.0
São Paulo,70.0,2,2,2,3,acept,not furnished,2582.0
Porto Alegre,78.0,2,1,0,1,acept,not furnished,1814.0
Porto Alegre,45.0,1,1,1,1,acept,not furnished,1318.0
Belo Horizonte,250.0,2,2,1,0,acept,not furnished,997.0
Rio de Janeiro,90.0,3,1,0,18,acept,furnished,2811.0
Rio de Janeiro,186.0,3,4,2,5,acept,not furnished,16640.0
Porto Alegre,250.0,5,4,5,0,acept,not furnished,4461.0
Rio de Janeiro,30.0,1,1,0,4,not acept,not furnished,2159.0
Rio de Janeiro,106.0,3,1,0,2,acept,not furnished,2486.0
São Paulo,72.0,2,2,1,1,acept,furnished,3598.0
São Paulo,102.0,3,2,1,10,acept,not furnished,4382.0
São Paulo,126.0,3,3,2,7,not acept,not furnished,5349.0
São Paulo,220.0,3,2,1,0,acept,not furnished,5576.0
Porto Alegre,42.0,1,1,1,13,acept,not furnished,2884.0
São Paulo,69.0,2,1,1,6,acept,not furnished,2221.0
São Paulo,50.0,2,1,1,24,acept,not furnished,1889.0
São Paulo,120.0,4,3,2,8,acept,not furnished,4582.0
São Paulo,160.0,3,3,3,10,acept,furnished,5458.0
São Paulo,31.0,1,1,0,1,acept,furnished,3487.0
São Paulo,70.0,3,1,1,8,acept,not furnished,1637.0
São Paulo,37.0,1,1,1,8,acept,furnished,4631.0
São Paulo,63.0,1,1,1,9,not acept,furnished,9063.0
Rio de Janeiro,57.0,2,1,0,7,acept,not furnished,2004.0
São Paulo,400.0,3,2,3,0,acept,not furnished,6667.0
São Paulo,370.0,4,5,6,17,acept,not furnished,20380.0
Rio de Janeiro,255.0,4,3,0,6,acept,not furnished,7900.0
São Paulo,110.0,2,2,1,1,acept,not furnished,5095.0
Rio de Janeiro,82.0,2,2,1,4,acept,not furnished,4665.0
Rio de Janeiro,25.0,1,1,1,4,acept,not furnished,5109.0
São Paulo,65.0,2,2,1,4,acept,furnished,2586.0
Belo Horizonte,45.0,1,1,0,10,acept,not furnished,1219.0
Rio de Janeiro,95.0,2,2,2,11,acept,not furnished,8099.0
Belo Horizonte,96.0,3,2,2,1,acept,not furnished,3225.0
São Paulo,72.0,2,1,2,5,acept,furnished,3876.0
Belo Horizonte,44.0,2,1,0,4,not acept,not furnished,1052.0
São Paulo,49.0,2,1,1,16,acept,not furnished,1870.0
São Paulo,119.0,3,2,1,7,acept,not furnished,4803.0
São Paulo,52.0,1,1,1,7,acept,not furnished,2585.0
São Paulo,80.0,2,1,1,19,acept,not furnished,2057.0
São Paulo,200.0,3,3,3,13,acept,furnished,8237.0
São Paulo,181.0,3,4,3,8,not acept,furnished,11510.0
Belo Horizonte,220.0,4,3,2,4,acept,not furnished,4268.0
Porto Alegre,125.0,3,3,1,2,acept,not furnished,3690.0
Campinas,55.0,1,1,0,1,acept,not furnished,1534.0
Porto Alegre,28.0,1,1,0,1,acept,not furnished,1327.0
Porto Alegre,48.0,2,1,1,10,acept,furnished,1524.0
São Paulo,222.0,4,3,4,15,acept,not furnished,10180.0
São Paulo,72.0,2,1,1,21,acept,not furnished,2397.0
São Paulo,171.0,4,4,4,1,acept,not furnished,12520.0
Rio de Janeiro,55.0,1,2,1,15,acept,furnished,3531.0
Rio de Janeiro,120.0,2,3,1,9,acept,not furnished,4123.0
São Paulo,102.0,3,3,2,15,acept,not furnished,5291.0
São Paulo,118.0,3,3,2,6,acept,not furnished,5279.0
São Paulo,55.0,2,1,0,2,not acept,not furnished,1476.0
Porto Alegre,197.0,4,3,2,4,acept,not furnished,5572.0
São Paulo,49.0,1,1,0,0,not acept,not furnished,1371.0
Rio de Janeiro,45.0,1,1,0,1,not acept,furnished,4342.0
Campinas,104.0,2,2,2,7,acept,furnished,5564.0
Porto Alegre,55.0,1,1,0,2,acept,furnished,1517.0
São Paulo,202.0,4,4,3,13,acept,not furnished,9277.0
São Paulo,54.0,2,1,1,3,acept,not furnished,2381.0
Rio de Janeiro,89.0,3,2,0,4,acept,not furnished,4024.0
São Paulo,46.0,1,1,0,1,acept,furnished,2173.0
São Paulo,386.0,4,6,4,0,acept,not furnished,11680.0
Porto Alegre,240.0,3,3,1,0,acept,not furnished,4464.0
São Paulo,61.0,3,2,1,4,acept,not furnished,3706.0
São Paulo,80.0,2,2,1,3,acept,not furnished,2928.0
Belo Horizonte,45.0,2,1,1,4,acept,furnished,1537.0
São Paulo,30.0,1,1,1,14,acept,furnished,3046.0
São Paulo,300.0,4,4,6,1,acept,not furnished,4432.0
São Paulo,69.0,1,1,1,8,acept,not furnished,2173.0
Campinas,157.0,3,2,2,15,acept,not furnished,3726.0
Rio de Janeiro,30.0,1,1,0,3,acept,not furnished,1024.0
Belo Horizonte,83.0,3,2,2,6,acept,not furnished,2220.0
São Paulo,55.0,2,2,2,3,acept,not furnished,2949.0
São Paulo,70.0,1,1,1,3,acept,not furnished,3682.0
São Paulo,20.0,1,1,0,1,not acept,furnished,3399.0
Belo Horizonte,298.0,4,2,3,0,acept,not furnished,3280.0
Belo Horizonte,90.0,3,2,1,1,acept,not furnished,1698.0
São Paulo,147.0,2,2,1,8,acept,not furnished,5765.0
São Paulo,48.0,1,1,1,0,acept,not furnished,2026.0
São Paulo,32.0,1,1,1,9,not acept,furnished,5094.0
São Paulo,195.0,4,2,3,15,acept,not furnished,4314.0
Campinas,350.0,4,3,4,0,not acept,not furnished,7091.0
São Paulo,74.0,2,1,0,2,not acept,not furnished,2534.0
São Paulo,130.0,3,2,2,1,not acept,not furnished,5187.0
Campinas,60.0,2,3,0,1,not acept,furnished,2903.0
Belo Horizonte,55.0,2,1,1,9,not acept,not furnished,2092.0
São Paulo,89.0,3,2,2,4,acept,not furnished,2725.0
Porto Alegre,70.0,2,2,2,11,acept,not furnished,4164.0
Belo Horizonte,141.0,4,2,1,2,acept,not furnished,3167.0
Belo Horizonte,260.0,4,2,2,0,acept,not furnished,2792.0
São Paulo,168.0,4,2,2,0,acept,not furnished,3277.0
Belo Horizonte,24.0,1,1,1,0,not acept,not furnished,560.0
São Paulo,240.0,4,4,5,14,acept,not furnished,7708.0
São Paulo,178.0,3,4,4,18,acept,not furnished,12900.0
São Paulo,58.0,2,1,1,1,acept,furnished,3031.0
São Paulo,800.0,4,7,8,0,not acept,not furnished,18840.0
São Paulo,180.0,3,2,2,11,acept,not furnished,10570.0
São Paulo,101.0,3,4,2,4,not acept,furnished,7614.0
São Paulo,50.0,1,1,0,1,not acept,not furnished,991.0
Belo Horizonte,55.0,2,1,1,4,acept,not furnished,865.0
São Paulo,120.0,2,3,2,0,acept,not furnished,5482.0
Campinas,42.0,2,1,1,3,not acept,not furnished,1023.0
Belo Horizonte,40.0,1,1,1,1,not acept,not furnished,872.0
São Paulo,78.0,2,2,2,8,acept,furnished,7608.0
Porto Alegre,144.0,3,2,1,4,acept,furnished,4500.0
Campinas,440.0,4,4,4,0,not acept,not furnished,4478.0
Porto Alegre,44.0,1,1,1,7,acept,not furnished,1934.0
São Paulo,596.0,4,5,2,0,acept,furnished,17850.0
Porto Alegre,230.0,3,4,3,0,acept,furnished,12900.0
Belo Horizonte,100.0,2,1,0,13,acept,not furnished,3646.0
São Paulo,300.0,3,3,8,0,acept,not furnished,5869.0
São Paulo,47.0,2,1,0,7,acept,furnished,2298.0
Campinas,105.0,3,2,2,6,acept,not furnished,3006.0
São Paulo,65.0,2,2,1,14,not acept,not furnished,1930.0
São Paulo,65.0,3,2,1,2,acept,not furnished,2531.0
São Paulo,60.0,2,2,2,6,acept,not furnished,3521.0
Campinas,314.0,3,4,3,0,acept,not furnished,4410.0
São Paulo,70.0,2,1,0,1,acept,not furnished,1915.0
Rio de Janeiro,80.0,3,2,1,5,acept,not furnished,2619.0
São Paulo,350.0,3,5,5,0,acept,not furnished,6258.0
Porto Alegre,52.0,1,1,0,10,acept,not furnished,1044.0
São Paulo,380.0,4,5,6,8,acept,furnished,9850.0
Rio de Janeiro,70.0,1,1,0,1,acept,not furnished,3328.0
São Paulo,44.0,1,1,1,9,acept,furnished,4958.0
São Paulo,142.0,4,4,3,15,not acept,not furnished,5127.0
São Paulo,88.0,2,3,2,4,acept,not furnished,4535.0
São Paulo,169.0,3,4,3,9,acept,not furnished,11400.0
Rio de Janeiro,40.0,1,1,0,2,acept,not furnished,1262.0
São Paulo,45.0,1,1,0,0,not acept,not furnished,965.0
Rio de Janeiro,320.0,3,2,0,5,not acept,not furnished,8670.0
São Paulo,82.0,1,2,1,1,not acept,furnished,12170.0
São Paulo,180.0,3,4,3,15,acept,not furnished,12000.0
São Paulo,340.0,4,4,4,4,acept,furnished,13110.0
Belo Horizonte,100.0,3,3,1,4,acept,not furnished,3337.0
São Paulo,160.0,3,3,3,9,acept,furnished,13110.0
São Paulo,160.0,4,4,3,9,acept,furnished,9625.0
Campinas,100.0,3,2,2,3,acept,not furnished,2181.0
São Paulo,33.0,1,1,1,12,not acept,not furnished,4850.0
São Paulo,35.0,1,2,1,2,acept,not furnished,2212.0
Porto Alegre,52.0,2,2,1,12,acept,not furnished,2320.0
São Paulo,180.0,3,2,2,6,acept,not furnished,8154.0
São Paulo,180.0,3,2,1,0,not acept,not furnished,3209.0
São Paulo,300.0,4,4,4,12,acept,not furnished,14290.0
São Paulo,79.0,2,1,0,0,acept,not furnished,2294.0
Porto Alegre,66.0,2,1,0,4,acept,not furnished,1811.0
São Paulo,26.0,1,1,0,2,not acept,not furnished,2087.0
São Paulo,367.0,4,5,6,1,not acept,not furnished,14600.0
Campinas,60.0,2,1,1,7,acept,not furnished,1472.0
São Paulo,80.0,2,3,1,5,acept,not furnished,1908.0
Rio de Janeiro,50.0,2,1,0,0,acept,not furnished,1258.0
Rio de Janeiro,100.0,3,1,0,2,acept,not furnished,2695.0
São Paulo,250.0,3,4,3,13,acept,not furnished,9711.0
Porto Alegre,40.0,1,1,1,7,not acept,furnished,2586.0
São Paulo,68.0,2,2,1,8,not acept,not furnished,3156.0
São Paulo,35.0,1,1,1,14,not acept,not furnished,4001.0
Porto Alegre,46.0,2,1,1,0,acept,not furnished,1013.0
São Paulo,21.0,1,1,0,2,acept,not furnished,3283.0
Rio de Janeiro,45.0,1,1,0,8,acept,furnished,5641.0
Belo Horizonte,107.0,3,2,2,2,acept,furnished,3201.0
São Paulo,220.0,3,3,5,0,acept,not furnished,7613.0
São Paulo,380.0,5,7,4,0,acept,not furnished,8896.0
São Paulo,150.0,3,3,2,20,not acept,not furnished,6768.0
Rio de Janeiro,15.0,1,1,0,2,not acept,not furnished,1013.0
São Paulo,120.0,3,4,2,1,acept,not furnished,5209.0
São Paulo,24.0,2,2,1,13,acept,not furnished,6704.0
Porto Alegre,70.0,2,2,1,2,acept,not furnished,3335.0
Porto Alegre,50.0,1,2,0,0,acept,not furnished,1367.0
São Paulo,220.0,3,4,4,10,acept,not furnished,11590.0
São Paulo,180.0,3,4,3,3,acept,not furnished,5210.0
Porto Alegre,148.0,3,2,3,3,acept,furnished,4211.0
São Paulo,52.0,2,1,1,7,acept,not furnished,1998.0
Porto Alegre,48.0,2,1,0,1,acept,not furnished,811.0
São Paulo,160.0,4,5,2,22,acept,furnished,8587.0
São Paulo,40.0,1,1,0,2,not acept,furnished,3217.0
Campinas,143.0,3,2,3,0,acept,not furnished,1796.0
Campinas,550.0,3,4,8,0,acept,not furnished,5050.0
São Paulo,35.0,1,1,1,3,not acept,furnished,4271.0
Porto Alegre,50.0,2,1,0,18,acept,not furnished,1819.0
São Paulo,210.0,4,4,3,9,acept,not furnished,11980.0
São Paulo,60.0,2,2,2,2,acept,not furnished,2889.0
São Paulo,217.0,4,4,3,3,acept,furnished,10790.0
Rio de Janeiro,300.0,3,3,2,5,acept,furnished,19810.0
Rio de Janeiro,45.0,1,1,0,0,acept,furnished,2326.0
São Paulo,230.0,5,3,0,0,acept,not furnished,7652.0
Campinas,139.0,3,5,3,3,acept,furnished,8107.0
São Paulo,48.0,2,1,0,3,acept,not furnished,1468.0
São Paulo,145.0,3,3,3,6,acept,not furnished,13920.0
Porto Alegre,65.0,1,1,0,3,acept,not furnished,2206.0
Porto Alegre,180.0,3,3,2,3,acept,not furnished,3390.0
São Paulo,438.0,5,6,5,0,not acept,not furnished,13000.0
São Paulo,100.0,2,2,1,10,acept,furnished,3530.0
Rio de Janeiro,430.0,4,4,2,6,acept,not furnished,14750.0
Porto Alegre,374.0,3,4,2,0,acept,furnished,11370.0
São Paulo,270.0,3,2,1,9,acept,not furnished,6304.0
Campinas,92.0,2,3,2,5,not acept,not furnished,5789.0
Porto Alegre,220.0,3,3,2,8,not acept,furnished,12330.0
São Paulo,243.0,4,3,3,16,acept,not furnished,7104.0
Porto Alegre,240.0,3,3,7,0,acept,furnished,3810.0
São Paulo,260.0,4,5,5,3,acept,furnished,15190.0
Porto Alegre,63.0,3,2,2,11,acept,not furnished,2681.0
São Paulo,238.0,4,5,3,1,not acept,not furnished,17930.0
São Paulo,82.0,2,2,0,3,not acept,not furnished,2276.0
Campinas,74.0,3,1,1,3,acept,not furnished,1417.0
Belo Horizonte,40.0,1,1,2,11,not acept,furnished,4610.0
Porto Alegre,70.0,3,1,1,3,acept,not furnished,1541.0
Belo Horizonte,83.0,3,2,3,18,acept,not furnished,3021.0
São Paulo,55.0,2,1,0,0,acept,not furnished,1748.0
São Paulo,290.0,3,2,2,0,not acept,furnished,9455.0
Rio de Janeiro,250.0,5,3,4,0,acept,not furnished,5494.0
São Paulo,350.0,4,3,4,10,acept,not furnished,10160.0
São Paulo,330.0,5,4,2,0,acept,furnished,8485.0
São Paulo,60.0,2,2,1,8,acept,not furnished,2197.0
Rio de Janeiro,74.0,2,1,0,1,acept,not furnished,3285.0
Belo Horizonte,160.0,3,3,2,4,acept,not furnished,2826.0
Porto Alegre,483.0,4,4,0,4,acept,furnished,8139.0
São Paulo,35.0,1,1,0,16,acept,furnished,3700.0
São Paulo,285.0,4,4,3,16,not acept,not furnished,6017.0
Rio de Janeiro,77.0,2,2,0,4,acept,not furnished,2764.0
São Paulo,76.0,2,2,1,8,not acept,not furnished,2479.0
Porto Alegre,200.0,2,1,0,0,acept,not furnished,2850.0
São Paulo,300.0,5,4,5,0,acept,not furnished,8688.0
Rio de Janeiro,105.0,3,2,1,13,acept,furnished,13810.0
Campinas,55.0,1,1,1,7,acept,not furnished,1234.0
Porto Alegre,75.0,2,2,1,5,acept,not furnished,2225.0
Campinas,276.0,3,4,3,11,acept,not furnished,10270.0
Belo Horizonte,70.0,2,2,1,3,acept,not furnished,1687.0
São Paulo,460.0,7,5,5,0,acept,furnished,12270.0
Rio de Janeiro,135.0,4,2,2,13,acept,furnished,8340.0
Belo Horizonte,64.0,2,1,1,1,not acept,not furnished,1426.0
Belo Horizonte,76.0,2,1,1,1,acept,not furnished,1046.0
São Paulo,170.0,6,4,4,0,acept,not furnished,7309.0
Belo Horizonte,85.0,2,1,1,1,not acept,not furnished,3112.0
Campinas,49.0,2,1,1,0,acept,not furnished,1013.0
Rio de Janeiro,128.0,4,2,0,2,not acept,not furnished,3136.0
São Paulo,96.0,3,2,2,10,acept,not furnished,3409.0
Rio de Janeiro,45.0,1,1,1,1,acept,furnished,4858.0
São Paulo,32.0,1,1,1,2,not acept,furnished,5092.0
Porto Alegre,37.0,1,1,0,4,acept,not furnished,1931.0
Belo Horizonte,335.0,4,4,4,0,acept,not furnished,10840.0
Rio de Janeiro,56.0,2,1,1,3,acept,not furnished,2470.0
São Paulo,330.0,1,3,8,0,acept,not furnished,3195.0
Rio de Janeiro,21.0,1,1,0,2,acept,not furnished,2837.0
São Paulo,300.0,5,5,4,0,acept,furnished,7123.0
Porto Alegre,373.0,4,4,4,0,acept,furnished,7371.0
São Paulo,53.0,2,1,1,7,not acept,not furnished,1876.0
São Paulo,156.0,3,3,3,20,acept,not furnished,7480.0
Porto Alegre,80.0,2,1,0,2,not acept,furnished,1449.0
São Paulo,74.0,2,2,2,8,not acept,not furnished,4482.0
São Paulo,103.0,3,2,1,0,acept,not furnished,4514.0
Belo Horizonte,458.0,8,10,4,0,acept,not furnished,7534.0
Belo Horizonte,98.0,2,1,0,0,not acept,not furnished,1583.0
São Paulo,40.0,1,1,0,0,acept,not furnished,1023.0
São Paulo,65.0,1,1,0,3,not acept,not furnished,1565.0
São Paulo,70.0,1,1,0,4,not acept,not furnished,1764.0
Porto Alegre,55.0,1,1,1,14,not acept,furnished,3737.0
São Paulo,129.0,3,4,3,6,acept,furnished,4616.0
Porto Alegre,46.0,1,1,1,1,acept,furnished,1046.0
Porto Alegre,225.0,4,4,2,0,acept,not furnished,5676.0
São Paulo,215.0,3,1,1,18,acept,not furnished,5391.0
São Paulo,100.0,3,3,2,0,not acept,not furnished,2151.0
Campinas,68.0,1,1,1,10,not acept,furnished,1661.0
São Paulo,82.0,3,1,1,8,not acept,not furnished,2336.0
Rio de Janeiro,90.0,2,3,0,2,acept,not furnished,2858.0
São Paulo,250.0,5,2,6,0,acept,not furnished,10550.0
São Paulo,392.0,4,4,4,0,acept,not furnished,11400.0
Rio de Janeiro,134.0,3,4,2,3,acept,furnished,9457.0
Campinas,53.0,2,1,1,1,acept,not furnished,843.0
Rio de Janeiro,165.0,2,2,0,2,acept,furnished,2544.0
São Paulo,59.0,2,1,1,3,not acept,not furnished,2105.0
Porto Alegre,55.0,1,1,1,3,acept,not furnished,1304.0
Rio de Janeiro,80.0,2,2,1,12,not acept,not furnished,2624.0
Rio de Janeiro,71.0,2,1,1,2,acept,not furnished,4321.0
Porto Alegre,200.0,3,3,2,0,acept,not furnished,6263.0
São Paulo,47.0,1,1,0,1,acept,not furnished,1732.0
São Paulo,78.0,1,1,2,8,not acept,furnished,8374.0
Porto Alegre,70.0,2,1,0,9,acept,not furnished,1776.0
Belo Horizonte,44.0,1,1,1,11,acept,not furnished,4292.0
São Paulo,56.0,2,1,1,7,acept,not furnished,1940.0
Belo Horizonte,70.0,3,2,2,10,not acept,not furnished,2021.0
São Paulo,150.0,3,3,2,12,acept,not furnished,5843.0
Rio de Janeiro,60.0,1,1,0,4,not acept,furnished,3618.0
Belo Horizonte,200.0,3,4,4,10,acept,not furnished,9495.0
São Paulo,250.0,4,5,4,5,not acept,not furnished,13130.0
São Paulo,250.0,4,5,3,0,acept,not furnished,5641.0
Porto Alegre,40.0,1,1,1,10,acept,furnished,1428.0
São Paulo,117.0,4,5,4,10,not acept,not furnished,5450.0
Campinas,104.0,3,1,0,3,not acept,not furnished,1328.0
Rio de Janeiro,120.0,3,1,0,3,not acept,not furnished,5592.0
Belo Horizonte,125.0,3,2,0,7,acept,not furnished,4582.0
São Paulo,33.0,2,1,0,6,acept,not furnished,2225.0
Rio de Janeiro,99.0,3,2,1,10,acept,not furnished,4818.0
São Paulo,63.0,1,1,0,12,acept,not furnished,3503.0
Rio de Janeiro,43.0,2,1,0,12,acept,not furnished,2675.0
São Paulo,61.0,2,2,2,2,not acept,furnished,4494.0
Rio de Janeiro,76.0,2,2,1,8,acept,furnished,5115.0
Porto Alegre,52.0,2,1,1,0,acept,not furnished,1398.0
São Paulo,39.0,1,1,0,3,acept,furnished,2072.0
Porto Alegre,126.0,3,1,1,4,acept,not furnished,3495.0
São Paulo,305.0,2,3,0,10,acept,not furnished,9231.0
São Paulo,80.0,2,2,0,3,not acept,not furnished,3666.0
Rio de Janeiro,85.0,2,1,1,4,acept,not furnished,2272.0
Porto Alegre,74.0,3,2,2,13,acept,furnished,2794.0
Rio de Janeiro,130.0,3,2,1,3,not acept,not furnished,3805.0
São Paulo,113.0,3,2,1,6,acept,not furnished,4089.0
São Paulo,108.0,2,1,3,0,acept,not furnished,5336.0
São Paulo,270.0,4,4,4,0,acept,not furnished,11760.0
São Paulo,111.0,3,4,3,1,acept,not furnished,5939.0
Rio de Janeiro,142.0,3,2,1,1,acept,furnished,4884.0
Porto Alegre,48.0,1,1,1,5,acept,furnished,1373.0
São Paulo,76.0,3,2,2,10,acept,not furnished,2934.0
São Paulo,42.0,1,1,0,13,not acept,not furnished,3196.0
São Paulo,500.0,4,5,4,0,not acept,furnished,15030.0
São Paulo,375.0,4,4,4,22,not acept,not furnished,12700.0
